region;price;year;manufacturer;model;condition;cylinders;fuel;transmission;type;paint_color;state
flagstaff / sedona;33495;2016;toyota;tacoma;like new;6 cylinders;gas;automatic;truck;white;az
inland empire;33495;2018;jeep;wrangler jk;good;6 cylinders;gas;automatic;SUV;black;ca
los angeles;33495;2018;jeep;wrangler jk;good;6 cylinders;gas;automatic;SUV;black;ca
los angeles;33495;2018;jeep;wrangler jk;good;6 cylinders;gas;automatic;SUV;black;ca
anchorage / mat-su;33000;2015;ram;3500;excellent;8 cylinders;gas;automatic;pickup;grey;ak
anchorage / mat-su;33000;2013;lexus;lx570;excellent;8 cylinders;gas;automatic;SUV;black;ak
mohave county;33000;2013;porsche;cayenne;like new;8 cylinders;gas;automatic;SUV;black;az
tucson;33000;2015;ford;f-150;excellent;6 cylinders;gas;automatic;pickup;black;az
los angeles;33000;2018;audi;q5;excellent;6 cylinders;gas;automatic;SUV;white;ca
los angeles;33000;2019;volvo;xc90 t8 hybrid inscription;like new;6 cylinders;hybrid;automatic;sedan;silver;ca
anchorage / mat-su;32999;2014;jeep;grand cherokee srt8;like new;8 cylinders;gas;automatic;SUV;grey;ak
fresno / madera;32999;2014;tesla;s 85;like new;other;electric;automatic;sedan;black;ca
los angeles;32997;2018;bmw;540i bad credit;like new;6 cylinders;gas;automatic;sedan;black;ca
los angeles;32997;2018;bmw;540i bad credit;like new;6 cylinders;gas;automatic;sedan;black;ca
anchorage / mat-su;32995;2016;bmw;x4 xdrive m-sport;excellent;6 cylinders;gas;automatic;SUV;black;ak
anchorage / mat-su;32995;2017;audi;all road;excellent;4 cylinders;gas;automatic;wagon;black;ak
anchorage / mat-su;32995;2016;chevrolet;colorado lt;excellent;6 cylinders;gas;automatic;pickup;green;ak
anchorage / mat-su;32995;2016;bmw;x4 xdrive m-sport;excellent;6 cylinders;gas;automatic;SUV;black;ak
anchorage / mat-su;32995;2017;audi;all road;excellent;4 cylinders;gas;automatic;wagon;black;ak
flagstaff / sedona;32995;2019;chevrolet;silverado 1500 wt;good;6 cylinders;gas;automatic;pickup;white;az
flagstaff / sedona;32995;2019;chevrolet;silverado 1500 wt;good;6 cylinders;gas;automatic;pickup;white;az
flagstaff / sedona;32995;2019;chevrolet;silverado 1500 wt;good;6 cylinders;gas;automatic;pickup;white;az
flagstaff / sedona;32995;2019;chevrolet;silverado 1500 wt;good;6 cylinders;gas;automatic;pickup;white;az
flagstaff / sedona;32995;2019;chevrolet;silverado 1500 wt;good;6 cylinders;gas;automatic;pickup;white;az
flagstaff / sedona;32995;2019;chevrolet;silverado 1500 wt;good;6 cylinders;gas;automatic;pickup;white;az
sierra vista;32995;2015;ford;f-150 lariat;good;8 cylinders;other;automatic;pickup;red;az
bakersfield;32995;2018;ford;transit van;excellent;6 cylinders;gas;automatic;mini-van;white;ca
bakersfield;32995;2017;lincoln;continental reserve;excellent;6 cylinders;gas;automatic;sedan;green;ca
chico;32995;2020;mercedes-benz;gla;excellent;4 cylinders;gas;automatic;SUV;white;ca
fresno / madera;32995;2018;ford;transit 350;like new;6 cylinders;gas;automatic;van;white;ca
los angeles;32995;2015;audi;s5;excellent;6 cylinders;gas;automatic;coupe;black;ca
auburn;32990;2017;jeep;wrangler unlimited sport;good;6 cylinders;gas;other;other;silver;al
auburn;32990;2019;jeep;wrangler sport suv 2d;good;6 cylinders;other;other;SUV;yellow;al
birmingham;32990;2017;jeep;wrangler unlimited sport;good;6 cylinders;gas;other;other;silver;al
birmingham;32990;2018;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;SUV;brown;al
birmingham;32990;2017;acura;mdx sh-awd sport utility;good;6 cylinders;gas;other;SUV;white;al
dothan;32990;2017;jeep;wrangler unlimited sport;good;6 cylinders;gas;other;other;silver;al
dothan;32990;2019;dodge;challenger r/t coupe 2d;good;8 cylinders;gas;other;coupe;white;al
dothan;32990;2018;jeep;wrangler sahara (jk) sport;good;6 cylinders;gas;other;SUV;black;al
gadsden-anniston;32990;2018;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;other;brown;al
gadsden-anniston;32990;2017;acura;mdx sh-awd sport utility;good;6 cylinders;gas;other;SUV;white;al
huntsville / decatur;32990;2018;ram;1500 quad cab harvest pickup;good;6 cylinders;gas;other;pickup;black;al
huntsville / decatur;32990;2018;toyota;highlander xle sport;good;6 cylinders;gas;other;other;red;al
huntsville / decatur;32990;2018;acura;mdx sh-awd w/technology;good;6 cylinders;gas;other;other;brown;al
huntsville / decatur;32990;2017;acura;mdx sh-awd sport utility;good;6 cylinders;gas;other;SUV;white;al
huntsville / decatur;32990;2019;dodge;challenger r/t coupe 2d;good;8 cylinders;gas;other;coupe;white;al
montgomery;32990;2017;jeep;wrangler unlimited sport;good;6 cylinders;gas;other;other;silver;al
montgomery;32990;2018;jeep;wrangler sahara (jk) sport;good;6 cylinders;gas;other;SUV;black;al
montgomery;32990;2015;chevrolet;camaro ss coupe 2d;good;8 cylinders;gas;other;coupe;blue;al
tuscaloosa;32990;2017;jeep;wrangler unlimited sport;good;6 cylinders;gas;other;other;silver;al
tuscaloosa;32990;2018;ram;1500 quad cab harvest pickup;good;6 cylinders;gas;other;pickup;black;al
tuscaloosa;32990;2017;acura;mdx sh-awd sport utility;good;6 cylinders;gas;other;SUV;white;al
flagstaff / sedona;32990;2019;volkswagen;atlas se 4motion;good;6 cylinders;gas;other;other;silver;az
flagstaff / sedona;32990;2017;jeep;wrangler unlimited sport;good;6 cylinders;gas;other;other;silver;az
phoenix;32990;2020;chevrolet;blazer 2lt sport;good;6 cylinders;gas;other;other;silver;az
phoenix;32990;2019;volkswagen;atlas se 4motion;good;6 cylinders;gas;other;other;silver;az
phoenix;32990;2019;chevrolet;silverado 1500 regular;good;6 cylinders;gas;other;pickup;white;az
phoenix;32990;2018;toyota;sienna xle minivan 4d;good;6 cylinders;gas;other;van;blue;az
phoenix;32990;2018;ram;1500 quad cab harvest pickup;good;6 cylinders;gas;other;pickup;black;az
phoenix;32990;2009;bmw;m3 coupe 2d;good;8 cylinders;gas;other;coupe;black;az
phoenix;32990;2016;toyota;tundra double cab sr;good;8 cylinders;gas;other;pickup;red;az
phoenix;32990;2017;jeep;wrangler unlimited sport;good;6 cylinders;gas;other;other;silver;az
phoenix;32990;2015;lincoln;navigator l sport;good;6 cylinders;gas;other;other;red;az
phoenix;32990;2017;gmc;sierra 1500 double cab sle;good;6 cylinders;other;other;pickup;white;az
prescott;32990;2019;volkswagen;atlas se 4motion;good;6 cylinders;gas;other;other;silver;az
sierra vista;32990;2015;ford;mustang gt coupe 2d;good;8 cylinders;gas;other;coupe;silver;az
tucson;32990;2018;nissan;titan crew cab sv pickup;good;8 cylinders;gas;other;pickup;silver;az
tucson;32990;2014;audi;a7 tdi prestige sedan 4d;good;6 cylinders;gas;automatic;sedan;silver;az
tucson;32990;2019;acura;tlx 3.5 w/technology pkg;good;6 cylinders;gas;other;sedan;black;az
jonesboro;32990;2019;dodge;challenger r/t coupe 2d;good;8 cylinders;gas;other;coupe;white;ar
jonesboro;32990;2017;acura;mdx sh-awd sport utility;good;6 cylinders;gas;other;SUV;white;ar
little rock;32990;2019;volkswagen;atlas se 4motion;good;6 cylinders;gas;other;other;silver;ar
little rock;32990;2017;jeep;wrangler unlimited sport;good;6 cylinders;gas;other;other;silver;ar
texarkana;32990;2018;ford;mustang gt coupe 2d;good;8 cylinders;gas;other;coupe;red;ar
bakersfield;32990;2015;ford;mustang gt coupe 2d;good;8 cylinders;gas;other;coupe;silver;ca
bakersfield;32990;2017;toyota;tacoma double cab trd;good;6 cylinders;gas;other;pickup;silver;ca
bakersfield;32990;2019;chevrolet;colorado crew cab lt;good;6 cylinders;other;other;pickup;red;ca
bakersfield;32990;2017;infiniti;q60 3.0t sport coupe 2d;good;6 cylinders;gas;other;coupe;blue;ca
bakersfield;32990;2016;infiniti;qx80 sport utility 4d;good;8 cylinders;gas;automatic;SUV;black;ca
chico;32990;2017;toyota;tacoma double cab trd;good;6 cylinders;gas;other;pickup;silver;ca
chico;32990;2015;chevrolet;camaro ss convertible;good;8 cylinders;gas;other;other;blue;ca
fresno / madera;32990;2015;ford;mustang gt coupe 2d;good;8 cylinders;gas;other;coupe;silver;ca
gold country;32990;2015;chevrolet;camaro ss convertible;good;8 cylinders;gas;other;other;blue;ca
hanford-corcoran;32990;2015;ford;mustang gt coupe 2d;good;8 cylinders;gas;other;coupe;silver;ca
los angeles;32990;2019;ram;1500 quad cab big horn;good;6 cylinders;gas;other;pickup;red;ca
los angeles;32990;2016;infiniti;qx80 sport utility 4d;good;8 cylinders;gas;automatic;other;black;ca
los angeles;32990;2016;toyota;tundra double cab sr;good;8 cylinders;gas;other;pickup;red;ca
los angeles;32990;2019;volkswagen;atlas se 4motion;good;6 cylinders;gas;other;other;silver;ca
los angeles;32990;2009;ford;f-350 4x 4 utility;good;10 cylinders;gas;automatic;truck;white;ca
fort smith;32988;2015;gmc;sierra;like new;8 cylinders;gas;automatic;truck;grey;ar
bakersfield;32950;2006;ford;f350 king ranch;excellent;8 cylinders;diesel;automatic;truck;white;ca
bakersfield;32950;2015;ford;f250 super duty 4x4;excellent;8 cylinders;diesel;automatic;truck;silver;ca
bakersfield;32950;2005;ford;f350 super duty xlt;excellent;8 cylinders;diesel;automatic;truck;brown;ca
bakersfield;32950;2012;ford;f350 super duty lariat;excellent;8 cylinders;diesel;automatic;truck;white;ca
bakersfield;32950;2012;ram;2500 crew cab;excellent;6 cylinders;diesel;automatic;truck;silver;ca
birmingham;32900;2019;ford;transit;like new;6 cylinders;gas;automatic;van;white;al
birmingham;32900;2019;ford;transit;like new;6 cylinders;gas;automatic;van;white;al
huntsville / decatur;32900;2019;ford;transit;like new;6 cylinders;gas;automatic;van;white;al
huntsville / decatur;32900;2019;ford;transit;like new;6 cylinders;gas;automatic;van;white;al
anchorage / mat-su;32900;2018;dodge;grand caravan;excellent;6 cylinders;gas;automatic;mini-van;red;ak
anchorage / mat-su;32900;2018;dodge;grand caravan;excellent;6 cylinders;gas;automatic;mini-van;red;ak
anchorage / mat-su;32900;2018;bmw;430i xdrive;like new;4 cylinders;gas;automatic;coupe;blue;ak
fairbanks;32900;2018;dodge;grand caravan se;like new;6 cylinders;gas;automatic;mini-van;red;ak
fayetteville;32900;2011;ford;f-450 sd;excellent;10 cylinders;gas;automatic;truck;white;ar
fort smith;32900;2011;ford;f-450 sd;excellent;10 cylinders;gas;automatic;truck;white;ar
jonesboro;32900;2011;ford;f-450 sd;excellent;10 cylinders;gas;automatic;truck;white;ar
little rock;32900;2011;ford;f-450 sd;excellent;10 cylinders;gas;automatic;truck;white;ar
little rock;32900;2019;ford;transit;like new;6 cylinders;gas;automatic;van;white;ar
inland empire;32900;2017;mercedes-benz;c-class;excellent;4 cylinders;gas;automatic;coupe;white;ca
inland empire;32900;2021;chevrolet;trailblazer;excellent;3 cylinders;gas;automatic;SUV;blue;ca
inland empire;32900;2019;ford;mustang;excellent;8 cylinders;gas;automatic;convertible;black;ca
inland empire;32900;2020;dodge;challenger;excellent;8 cylinders;gas;automatic;coupe;black;ca
los angeles;32900;2019;bmw;4 series;like new;4 cylinders;gas;automatic;sedan;white;ca
phoenix;32888;2014;toyota;tundra;like new;8 cylinders;gas;automatic;truck;white;az
little rock;32888;2019;ram;1500;like new;8 cylinders;gas;automatic;truck;black;ar
little rock;32888;2019;ram;1500;like new;8 cylinders;gas;automatic;truck;black;ar
little rock;32888;2019;ram;1500;like new;8 cylinders;gas;automatic;truck;black;ar
inland empire;32827;2017;mercedes-benz;benz e300;good;4 cylinders;gas;automatic;sedan;green;ca
birmingham;32800;2018;ford;transit;excellent;6 cylinders;gas;automatic;van;white;al
huntsville / decatur;32800;2018;ford;transit;excellent;6 cylinders;gas;automatic;van;white;al
phoenix;32800;2018;nissan;titan;excellent;8 cylinders;gas;automatic;truck;red;az
little rock;32800;2018;ford;transit;excellent;6 cylinders;gas;automatic;van;white;ar
phoenix;32795;2018;jeep;wrangler;excellent;6 cylinders;gas;automatic;SUV;black;az
birmingham;32700;2019;ford;transit;like new;6 cylinders;gas;automatic;van;white;al
huntsville / decatur;32700;2019;ford;transit;like new;6 cylinders;gas;automatic;van;white;al
tucson;32600;2015;chevrolet;tahoe;excellent;8 cylinders;gas;automatic;SUV;white;az
birmingham;32590;2017;lexus;rx 350 sport utility 4d;good;6 cylinders;gas;other;SUV;blue;al
huntsville / decatur;32590;2017;lexus;rx 350 sport utility 4d;good;6 cylinders;gas;other;SUV;blue;al
phoenix;32590;2018;lincoln;mkx reserve sport;good;6 cylinders;gas;other;other;black;az
phoenix;32590;2018;gmc;sierra 1500 double cab;good;8 cylinders;gas;other;pickup;black;az
phoenix;32590;2020;ram;1500 classic crew cab slt;good;8 cylinders;gas;other;pickup;red;az
phoenix;32590;2011;bmw;m3 convertible 2d;good;8 cylinders;gas;other;other;white;az
sierra vista;32590;2017;jeep;wrangler unlimited sport s;good;6 cylinders;other;other;other;black;az
tucson;32590;2020;ram;1500 classic crew cab slt;good;8 cylinders;gas;other;pickup;red;az
tucson;32590;2017;jaguar;f-pace 35t premium sport;good;6 cylinders;other;other;other;white;az
tucson;32590;2018;jeep;grand cherokee limited;good;6 cylinders;gas;other;other;black;az
bakersfield;32590;2018;cadillac;cts 3.6 luxury sedan 4d;good;6 cylinders;gas;other;sedan;black;ca
fresno / madera;32590;2011;bmw;m3 convertible 2d;good;8 cylinders;gas;other;other;white;ca
gold country;32590;2017;jeep;wrangler unlimited sport s;good;6 cylinders;other;other;other;black;ca
hanford-corcoran;32590;2017;jeep;wrangler unlimited sport s;good;6 cylinders;other;other;other;black;ca
hanford-corcoran;32590;2018;cadillac;cts 3.6 luxury sedan 4d;good;6 cylinders;gas;other;sedan;black;ca
los angeles;32590;2019;ford;explorer xlt sport utility;good;6 cylinders;gas;other;other;white;ca
birmingham;32500;2014;chevrolet;ss sedan;good;8 cylinders;gas;automatic;sedan;black;al
birmingham;32500;2019;ford;f-150;like new;6 cylinders;gas;automatic;truck;grey;al
dothan;32500;2018;ford;f-150;like new;6 cylinders;gas;automatic;truck;white;al
anchorage / mat-su;32500;2002;ford;f250 lariat;excellent;8 cylinders;diesel;automatic;pickup;silver;ak
phoenix;32500;2018;jeep;grand cherokee 4wd;like new;6 cylinders;gas;automatic;SUV;black;az
phoenix;32500;1932;ford;coupe;new;8 cylinders;gas;manual;coupe;silver;az
phoenix;32500;2018;jeep;grand cherokee 4wd;like new;6 cylinders;gas;automatic;SUV;black;az
phoenix;32500;2018;jeep;grand cherokee 4wd;like new;6 cylinders;gas;automatic;SUV;black;az
texarkana;32500;2013;jeep;wrangler;excellent;6 cylinders;gas;automatic;SUV;silver;ar
bakersfield;32500;1987;volkswagen;vanagon;excellent;4 cylinders;gas;automatic;mini-van;blue;ca
los angeles;32500;1932;ford;coupe;new;8 cylinders;gas;manual;coupe;silver;ca
fresno / madera;32450;2015;chevrolet;tahoe;excellent;8 cylinders;gas;automatic;SUV;brown;ca
prescott;32129;2020;gmc;acadia;like new;6 cylinders;gas;automatic;SUV;white;az
prescott;32129;2020;gmc;acadia;like new;6 cylinders;gas;automatic;SUV;white;az
birmingham;32000;2008;chevrolet;silverado 2500;good;8 cylinders;diesel;automatic;truck;white;al
birmingham;32000;2013;gmc;sierra denali;excellent;8 cylinders;gas;manual;truck;black;al
phoenix;32000;2018;toyota;4runner 4x4;excellent;6 cylinders;gas;automatic;SUV;silver;az
phoenix;32000;2018;chevrolet;silverado 1500 4x4;like new;4 cylinders;gas;manual;truck;white;az
phoenix;32000;1967;chevrolet;el camino;excellent;8 cylinders;gas;automatic;pickup;grey;az
little rock;32000;2015;ford;f-250;excellent;8 cylinders;diesel;automatic;pickup;white;ar
bakersfield;32000;2021;kia;telluride;like new;6 cylinders;gas;automatic;SUV;white;ca
chico;32000;1968;ford;mustang gtcs;excellent;8 cylinders;gas;automatic;coupe;red;ca
chico;32000;2015;gmc;sierra 1500;excellent;8 cylinders;gas;automatic;truck;red;ca
fresno / madera;32000;2019;toyota;4runner limited;like new;6 cylinders;gas;automatic;SUV;grey;ca
inland empire;32000;2016;bmw;650i;excellent;8 cylinders;gas;automatic;sedan;white;ca
inland empire;32000;1964;chevrolet;malibu;excellent;8 cylinders;gas;automatic;wagon;white;ca
anchorage / mat-su;31999;2019;ford;ranger xlt;like new;4 cylinders;gas;automatic;truck;silver;ak
phoenix;31999;2018;jeep;grand cherokee;excellent;6 cylinders;gas;automatic;SUV;white;az
mobile;31995;2017;lexus;rx 350;excellent;6 cylinders;gas;automatic;SUV;silver;al
anchorage / mat-su;31995;2016;bmw;x5 xdrive40e awd;excellent;4 cylinders;hybrid;automatic;SUV;white;ak
anchorage / mat-su;31995;2013;ford;f150 lariat ecoboost 4wd;like new;6 cylinders;gas;automatic;truck;black;ak
anchorage / mat-su;31995;2013;ford;f150 lariat ecoboost 4wd;like new;6 cylinders;gas;automatic;truck;black;ak
anchorage / mat-su;31995;2020;subaru;legacy limited awd;excellent;4 cylinders;gas;automatic;sedan;black;ak
anchorage / mat-su;31995;2016;bmw;x5 xdrive40e awd;excellent;4 cylinders;hybrid;automatic;SUV;white;ak
anchorage / mat-su;31995;2020;subaru;legacy limited awd;excellent;4 cylinders;gas;automatic;sedan;black;ak
anchorage / mat-su;31995;2016;bmw;x5 xdrive40e awd;excellent;4 cylinders;hybrid;automatic;SUV;white;ak
tucson;31995;2018;dodge;durango;excellent;6 cylinders;gas;automatic;SUV;silver;az
bakersfield;31995;2017;ford;f-150 xlt;excellent;6 cylinders;gas;automatic;truck;grey;ca
bakersfield;31995;2016;toyota;tacoma limited v6;excellent;6 cylinders;gas;automatic;truck;silver;ca
bakersfield;31995;2016;toyota;tacoma limited v6;excellent;6 cylinders;gas;automatic;truck;silver;ca
chico;31995;2013;toyota;tacoma 4x4 trd;excellent;6 cylinders;gas;manual;truck;green;ca
fresno / madera;31995;2012;toyota;tundra 4x4 trd;excellent;8 cylinders;gas;automatic;truck;silver;ca
humboldt county;31995;2018;chevrolet;colorado crew cab 4wd;excellent;6 cylinders;gas;automatic;truck;black;ca
inland empire;31995;2018;mercedes-benz;e-class;excellent;4 cylinders;gas;automatic;sedan;grey;ca
inland empire;31995;2018;jeep;wrangler;good;6 cylinders;gas;automatic;SUV;white;ca
inland empire;31995;2018;jeep;wrangler jk;good;6 cylinders;gas;automatic;SUV;black;ca
inland empire;31995;2020;dodge;charger plus hellcat;excellent;8 cylinders;gas;automatic;sedan;white;ca
los angeles;31995;2018;mercedes-benz;e-class;excellent;4 cylinders;gas;automatic;sedan;grey;ca
los angeles;31995;2018;alfa-romeo;romeo stelvio ti sport;like new;4 cylinders;gas;automatic;sedan;white;ca
los angeles;31995;2018;jeep;wrangler;good;6 cylinders;gas;automatic;SUV;white;ca
los angeles;31995;2018;jeep;wrangler jk;good;6 cylinders;gas;automatic;SUV;black;ca
los angeles;31995;2018;jeep;wrangler;good;6 cylinders;gas;automatic;SUV;white;ca
